KO01	KO02	KO03	WT01	WT02	WT03
TEX40!ENSG00000219435.4	0	1	1	1	0	2
FAM19A5!ENSG00000219438.8	5	5	7	1	2	6
NBPF1!ENSG00000219481.10	1558	1163	960	1415	1604	1608
PPP1R3G!ENSG00000219607.3	4	3	2	5	2	4
FAM228B!ENSG00000219626.8	81	69	65	61	83	66
LINGO3!ENSG00000220008.3	38	20	19	22	25	18
ZGLP1!ENSG00000220201.7	86	81	43	65	77	85
VAMP2!ENSG00000220205.8	2195	2152	2135	1547	1640	2032
OR6B1!ENSG00000221813.3	0	0	0	0	0	0
EBF2!ENSG00000221818.8	0	0	0	0	0	0
C6orf226!ENSG00000221821.3	193	180	157	122	163	188
PPP3R1!ENSG00000221823.10	3792	3231	2377	2534	2742	2791
PSG3!ENSG00000221826.9	1	0	0	0	0	0
FANCG!ENSG00000221829.9	2110	1739	1316	1524	1676	1852
OR2A5!ENSG00000221836.2	0	0	0	0	0	0
KRTAP10-9!ENSG00000221837.5	0	0	0	0	0	0
AP4M1!ENSG00000221838.9	503	404	301	310	389	371
OR4A5!ENSG00000221840.3	0	0	0	0	0	0
C2orf16!ENSG00000221843.3	36	31	15	28	38	26
KRTAP1-5!ENSG00000221852.4	0	0	0	0	0	0
TAS2R41!ENSG00000221855.1	0	0	0	0	0	0
OR2A12!ENSG00000221858.2	1	0	0	0	0	0
KRTAP10-10!ENSG00000221859.2	0	0	0	0	0	0
KRTAP12-2!ENSG00000221864.4	0	0	0	0	0	0
PLXNA4!ENSG00000221866.9	0	0	2	0	1	1
MAGEA3!ENSG00000221867.8	0	0	0	0	0	1
CEBPD!ENSG00000221869.4	14	19	12	14	18	23
TMEM257!ENSG00000221870.2	0	0	0	0	0	0
ZNF816-ZNF321P!ENSG00000221874.4	0	0	0	0	0	0
PSG7!ENSG00000221878.10	0	0	0	0	0	0
KRTAP1-3!ENSG00000221880.3	0	0	0	0	0	0
OR3A2!ENSG00000221882.2	0	0	0	0	0	0
ARIH2OS!ENSG00000221883.2	64	74	43	25	33	48
ZBED8!ENSG00000221886.3	126	96	56	119	107	80
HMSD!ENSG00000221887.5	0	0	0	0	0	0
OR1C1!ENSG00000221888.3	0	0	0	0	0	0
NPTXR!ENSG00000221890.2	1	0	2	0	1	0
POM121L12!ENSG00000221900.5	0	0	0	0	0	0
FAM200A!ENSG00000221909.2	592	459	315	427	475	466
OR2F2!ENSG00000221910.2	0	0	0	0	0	0
PPP2R2A!ENSG00000221914.8	6440	4848	3535	5004	5362	5451
C19orf73!ENSG00000221916.3	72	62	37	30	41	62
ZNF880!ENSG00000221923.8	512	421	282	490	523	600
TRIM16!ENSG00000221926.11	107	56	48	89	90	72
OR6X1!ENSG00000221931.2	0	0	0	0	0	0
HEPN1!ENSG00000221932.6	0	0	0	0	0	0
OR2A25!ENSG00000221933.2	0	0	0	0	0	0
TAS2R40!ENSG00000221937.4	0	0	0	0	0	0
OR2A14!ENSG00000221938.3	0	0	0	0	0	1
TIGD1!ENSG00000221944.4	278	217	168	235	216	245
FXYD7!ENSG00000221946.7	3	1	0	3	2	4
XKR9!ENSG00000221947.7	9	9	4	9	11	7
OR4C12!ENSG00000221954.2	0	0	0	0	0	0
SLC12A8!ENSG00000221955.10	433	371	305	225	209	313
PRR21!ENSG00000221961.3	0	0	0	0	0	0
TMEM14EP!ENSG00000221962.4	6	9	3	2	7	2
APOL6!ENSG00000221963.5	158	110	97	119	155	104
FADS3!ENSG00000221968.8	447	500	358	527	633	768
OR2A1!ENSG00000221970.1	0	0	0	0	1	1
C3orf36!ENSG00000221972.3	0	0	0	0	0	0
OR4E2!ENSG00000221977.1	0	0	0	0	0	0
CCNL2!ENSG00000221978.11	3214	3015	1851	3297	3223	3165
UBA52!ENSG00000221983.7	27573	24693	20378	19610	22323	30893
MYBPHL!ENSG00000221986.6	6	9	6	10	15	16
PPT2!ENSG00000221988.12	489	425	351	354	428	471
OR2A2!ENSG00000221989.2	0	0	1	0	0	0
ZNF630!ENSG00000221994.10	4	9	3	4	3	7
TIAF1!ENSG00000221995.5	143	134	122	110	144	138
BTBD19!ENSG00000222009.8	198	227	191	216	244	244
FAM185A!ENSG00000222011.8	180	150	99	191	158	172
RAB6C!ENSG00000222014.5	0	0	0	0	0	0
C21orf140!ENSG00000222018.1	0	0	0	0	0	0
PSMB11!ENSG00000222028.3	0	0	0	0	0	0
POTEM!ENSG00000222036.7	0	0	0	0	0	0
POTEJ!ENSG00000222038.3	0	1	0	0	0	0
DCDC2B!ENSG00000222046.2	9	10	3	7	5	9
C10orf55!ENSG00000222047.8	0	0	0	0	0	0
TRIM49D1!ENSG00000223417.8	0	0	0	0	0	0
USP17L2!ENSG00000223443.2	0	0	0	0	0	0
EXOSC6!ENSG00000223496.2	3008	2390	1566	2371	2545	2687
VPS52!ENSG00000223501.8	2416	2164	1736	1929	2049	2520
CDRT15!ENSG00000223510.6	6	5	0	3	1	2
ZNF844!ENSG00000223547.9	459	312	242	373	403	385
USP17L15!ENSG00000223569.5	0	0	0	0	0	0
CKMT1A!ENSG00000223572.9	79	73	50	118	100	152
CENPVP1!ENSG00000223591.5	0	0	0	0	0	0
EBLN1!ENSG00000223601.2	1	0	1	0	1	0
HBD!ENSG00000223609.7	0	0	0	0	0	0
ZNF735!ENSG00000223614.5	0	0	0	0	0	0
RFPL4A!ENSG00000223638.3	18	17	17	8	17	5
C1GALT1C1L!ENSG00000223658.7	1	2	3	2	2	2
CERS1!ENSG00000223802.7	12	7	6	2	2	7
HLA-DPB1!ENSG00000223865.10	2901	2729	2614	2173	2553	3161
C1QTNF5!ENSG00000223953.5	0	0	0	0	0	0
CPTP!ENSG00000224051.6	2422	2205	2107	1797	2129	2566
CT47A10!ENSG00000224089.3	0	0	0	0	0	0
CENPVP3!ENSG00000224109.2	0	0	0	0	0	0
PRR29!ENSG00000224383.7	391	383	345	238	249	294
C4B!ENSG00000224389.8	1	1	0	1	5	4
ADM5!ENSG00000224420.3	162	147	111	125	144	143
ATXN1L!ENSG00000224470.7	3428	2820	2363	2520	2701	2617
SMIM13!ENSG00000224531.5	2472	1852	1114	1828	2058	1719
GPX5!ENSG00000224586.6	0	0	0	0	0	0
GAGE12J!ENSG00000224659.2	0	0	0	0	0	0
ZNF812!ENSG00000224689.7	0	0	0	0	0	0
NPIPA3!ENSG00000224712.11	1	2	1	2	1	0
C17orf89!ENSG00000224877.3	1954	1594	930	1430	1521	2137
GAGE12H!ENSG00000224902.5	0	0	0	0	0	0
APOC4-APOC2!ENSG00000224916.8	0	0	0	0	0	0
PRRT4!ENSG00000224940.8	8	10	9	13	12	5
TMEM233!ENSG00000224982.3	0	0	0	0	0	0
LL0XNC01-16G2.1!ENSG00000225110.2	0	0	0	0	0	0
PLEKHM1!ENSG00000225190.8	1891	1788	1605	1413	1553	1930
USP17L3!ENSG00000225327.3	0	0	0	0	0	0
CT62!ENSG00000225362.8	0	0	0	0	0	0
MKRN2OS!ENSG00000225526.4	18	20	18	16	12	15
C2CD4D!ENSG00000225556.1	53	42	21	50	53	57
ZNF469!ENSG00000225614.2	33	33	22	14	11	20
FAM195B!ENSG00000225663.7	1461	1281	1259	775	921	1342
SLC26A6!ENSG00000225697.10	1131	1034	762	1165	1229	1397
OR6V1!ENSG00000225781.1	0	0	0	0	0	0
CTD-2313N18.7!ENSG00000225805.4	6	1	6	2	6	2
FAM229A!ENSG00000225828.1	94	106	95	116	102	122
ERCC6!ENSG00000225830.10	896	667	455	616	702	573
LINC00694!ENSG00000225873.2	0	0	0	0	0	0
FRG2B!ENSG00000225899.7	1	0	0	1	0	2
NOL7!ENSG00000225921.6	6273	5517	4251	4568	5241	5874
CTAGE4!ENSG00000225932.3	0	0	0	0	0	0
C5orf67!ENSG00000225940.5	0	0	0	0	0	0
NTF4!ENSG00000225950.7	0	0	0	0	0	0
ELFN1!ENSG00000225968.7	2	3	3	2	4	1
PIGBOS1!ENSG00000225973.3	180	140	148	142	144	148
CT47A6!ENSG00000226023.5	0	0	0	0	0	0
FTCDNL1!ENSG00000226124.6	14	4	5	13	16	9
TEX22!ENSG00000226174.6	21	28	18	38	29	34
OR52I2!ENSG00000226288.1	0	0	0	1	0	0
CROCC2!ENSG00000226321.5	0	0	0	1	0	0
DCAF8L1!ENSG00000226372.2	0	0	0	0	0	0
USP17L7!ENSG00000226430.5	0	0	0	0	0	0
TMEM185B!ENSG00000226479.3	518	434	294	442	493	509
CT47A9!ENSG00000226600.3	0	0	0	0	0	0
KIF4B!ENSG00000226650.5	7	14	7	13	7	11
CT47A12!ENSG00000226685.4	0	0	0	0	0	0
HSBP1L1!ENSG00000226742.3	165	118	114	180	207	200
TAS2R46!ENSG00000226761.3	4	0	1	2	0	2
SRRM5!ENSG00000226763.4	102	78	74	52	64	80
PGAM4!ENSG00000226784.2	3	1	0	1	1	2
ERVMER34-1!ENSG00000226887.7	11	5	4	6	14	5
CT47A11!ENSG00000226929.3	0	0	0	0	0	0
RBMY1J!ENSG00000226941.7	0	0	0	0	0	0
LTA!ENSG00000226979.8	6875	6844	6743	3687	3923	6045
WDR46!ENSG00000227057.7	5603	4624	3384	4404	4703	5577
ANHX!ENSG00000227059.6	0	0	0	0	0	0
ZNF717!ENSG00000227124.8	322	310	230	292	337	312
USP17L5!ENSG00000227140.3	0	0	0	0	0	0
PRR20D!ENSG00000227151.4	0	0	0	0	0	0
SPANXB1!ENSG00000227234.1	0	0	0	0	0	0
KLLN!ENSG00000227268.3	316	293	203	212	218	233
PARG!ENSG00000227345.8	2151	1625	1114	1793	2061	1875
AKR1B15!ENSG00000227471.8	3	1	0	3	4	0
GAGE12D!ENSG00000227488.2	0	0	0	0	0	0
SCAMP4!ENSG00000227500.9	5245	4695	4741	3538	4075	5077
LTB!ENSG00000227507.2	5134	4204	3426	3040	3471	4184
USP17L12!ENSG00000227551.1	0	0	0	0	0	0
RD3L!ENSG00000227729.3	0	0	0	1	0	0
C1orf234!ENSG00000227868.5	0	3	0	1	1	2
MRLN!ENSG00000227877.6	1	0	3	2	1	1
POLR2J2!ENSG00000228049.7	5	6	13	3	3	11
BOD1L2!ENSG00000228075.4	0	1	1	0	0	0
IFNA14!ENSG00000228083.2	0	0	0	0	0	0
RP11-745O10.4!ENSG00000228144.2	0	0	0	0	0	0
OR2M3!ENSG00000228198.2	0	0	0	0	0	0
MT-ATP8!ENSG00000228253.1	76057	89839	117454	39515	40504	64196
ORM2!ENSG00000228278.3	3	2	1	5	2	3
C19orf24!ENSG00000228300.13	4028	3765	4013	2369	2817	4216
OST4!ENSG00000228474.5	3619	3065	2542	2538	3016	3384
CT47A7!ENSG00000228517.2	0	0	0	0	0	0
VN1R4!ENSG00000228567.3	0	0	0	0	0	0
NUTM2E!ENSG00000228570.7	0	0	0	0	0	0
C1orf233!ENSG00000228594.3	7	10	8	17	13	18
CLDN25!ENSG00000228607.2	0	0	0	0	0	0
PROB1!ENSG00000228672.3	1993	1817	1483	1580	1645	2126
ARL17B!ENSG00000228696.8	27	35	12	21	29	21
DHFR!ENSG00000228716.6	3978	3351	2684	2353	2627	2901
SAPCD1!ENSG00000228727.8	8	12	10	18	18	17
CT45A5!ENSG00000228836.8	0	0	0	0	0	0
USP17L30!ENSG00000228856.3	0	0	0	0	0	0
TSPY3!ENSG00000228927.9	0	0	0	0	0	0
RPL41!ENSG00000229117.8	5215	4187	3153	8658	10135	12347
PGA4!ENSG00000229183.8	0	0	0	0	0	0
RFPL4AL1!ENSG00000229292.1	24	35	29	14	14	9
ORM1!ENSG00000229314.5	0	0	0	0	0	0
SFTA3!ENSG00000229415.9	0	0	0	1	0	0
SPINK8!ENSG00000229453.2	0	0	0	0	1	0
PATL2!ENSG00000229474.6	33	44	30	33	44	39
NKX1-2!ENSG00000229544.8	0	0	0	0	0	0
TSPY8!ENSG00000229549.8	0	0	0	0	0	0
PRAMEF25!ENSG00000229571.6	0	0	0	0	0	0
USP17L26!ENSG00000229579.4	0	0	0	0	0	0
PRAC2!ENSG00000229637.3	0	0	0	0	0	0
PRR20C!ENSG00000229665.8	0	0	0	0	0	0
ZNF492!ENSG00000229676.2	1	0	1	0	1	0
ZNF688!ENSG00000229809.8	401	347	344	259	303	426
PET100!ENSG00000229833.9	185	144	116	118	105	123
PGA3!ENSG00000229859.8	0	0	0	0	0	0
FAM90A26!ENSG00000229924.3	0	0	0	0	0	0
PRPS1L1!ENSG00000229937.5	0	1	0	0	3	0
IQCF3!ENSG00000229972.7	0	0	1	0	0	0
POTEB2!ENSG00000230031.10	0	0	0	0	0	0
ANKRD66!ENSG00000230062.5	0	0	0	0	0	0
ACBD6!ENSG00000230124.6	3450	2978	2343	2661	2848	3418
OR4F3!ENSG00000230178.1	0	0	0	0	0	0
OR5H6!ENSG00000230301.4	0	0	0	0	0	0
CT47A8!ENSG00000230347.4	0	0	0	0	0	0
USP17L25!ENSG00000230430.4	0	0	0	0	0	0
ANKRD18B!ENSG00000230453.9	243	196	176	146	162	178
PPP5D1!ENSG00000230510.6	31	25	37	25	33	26
MBD3L2!ENSG00000230522.4	0	0	0	0	0	0
USP17L1!ENSG00000230549.3	0	0	0	0	0	0
CT47A4!ENSG00000230594.3	0	0	0	0	0	0
PRB4!ENSG00000230657.6	0	0	0	0	0	0
SETSIP!ENSG00000230667.5	15	8	3	9	10	12
ANKRD63!ENSG00000230778.1	1	0	0	1	3	4
YY2!ENSG00000230797.2	63	51	45	49	49	53
STMND1!ENSG00000230873.8	0	0	3	0	0	0
HSBP1!ENSG00000230989.6	3670	2855	1882	2747	3132	3218
USP17L28!ENSG00000231051.3	0	0	0	0	0	0
KRTAP21-3!ENSG00000231068.1	0	0	0	0	0	0
OR5H1!ENSG00000231192.1	0	0	0	0	0	0
PLSCR5!ENSG00000231213.6	0	0	0	0	0	0
C17orf105!ENSG00000231256.7	0	1	0	0	0	0
SBK3!ENSG00000231274.5	0	0	3	1	0	0
HLA-DPA1!ENSG00000231389.7	14595	12807	10013	11084	13060	14236
USP17L10!ENSG00000231396.2	0	0	0	0	0	0
RPS18!ENSG00000231500.6	25812	20749	15563	25923	28756	31342
USP17L29!ENSG00000231637.3	0	0	0	0	0	0
DIRC3!ENSG00000231672.6	0	1	0	3	0	0
TSPAN19!ENSG00000231738.10	2	0	0	0	0	2
C18orf42!ENSG00000231824.3	0	0	0	0	1	0
CYP21A2!ENSG00000231852.6	1	0	0	0	2	4
OR5K2!ENSG00000231861.2	0	0	2	0	0	0
PRH1!ENSG00000231887.6	18	14	11	12	15	7
PSG1!ENSG00000231924.9	0	0	0	0	0	0
TAPBP!ENSG00000231925.11	27278	26270	25050	20407	24107	28105
MAGEB6P1!ENSG00000232030.3	0	0	0	0	0	0
ZBED9!ENSG00000232040.2	8	5	1	3	2	4
TMEM253!ENSG00000232070.8	0	2	0	0	0	1
TMA7!ENSG00000232112.3	519	454	250	393	476	486
MCTS1!ENSG00000232119.7	1976	1562	1043	1513	1693	1785
DYTN!ENSG00000232125.2	0	0	0	0	0	0
MTRNR2L4!ENSG00000232196.3	8	4	6	3	3	0
ASCL5!ENSG00000232237.3	0	1	1	1	0	0
TMEM114!ENSG00000232258.6	0	0	0	0	0	0
KRTAP25-1!ENSG00000232263.1	0	0	0	0	0	0
USP17L24!ENSG00000232264.4	0	0	0	0	0	0
OR52I1!ENSG00000232268.5	0	1	0	0	0	0
OR5K1!ENSG00000232382.1	0	0	0	0	0	0
LINC00493!ENSG00000232388.4	483	350	218	418	472	448
USP17L13!ENSG00000232399.3	0	0	0	0	0	0
PRAMEF6!ENSG00000232423.5	0	0	0	0	0	0
C9orf172!ENSG00000232434.2	923	919	894	555	661	809
HLA-DQB2!ENSG00000232629.8	363	307	250	324	380	362
GOLGA8N!ENSG00000232653.8	0	1	1	5	2	1
TNF!ENSG00000232810.3	8089	7497	5790	3371	3630	4573
PET117!ENSG00000232838.3	163	155	92	122	130	152
LYRM9!ENSG00000232859.9	2	6	0	7	8	6
DEFB130!ENSG00000232948.1	0	0	0	0	0	0
RP11-1212A22.4!ENSG00000233024.7	0	0	0	0	0	0
PHGR1!ENSG00000233041.8	0	0	0	0	0	0
RP11-1236K1.1!ENSG00000233050.1	0	0	0	0	0	0
USP17L11!ENSG00000233136.2	0	0	0	0	0	0
RNF224!ENSG00000233198.3	7	7	2	1	5	7
NPIPB7!ENSG00000233232.6	1	5	3	1	2	1
GPX1!ENSG00000233276.3	1951	1658	1387	1282	1414	1877
OR5H15!ENSG00000233412.3	0	0	0	0	0	0
BTBD18!ENSG00000233436.7	21	13	18	21	26	22
AC109829.1!ENSG00000233438.1	1	0	0	1	1	0
TMEM238!ENSG00000233493.3	148	138	128	133	148	187
TWIST2!ENSG00000233608.3	0	0	0	0	0	0
PIRT!ENSG00000233670.6	0	0	0	0	0	0
PRR23C!ENSG00000233701.3	0	0	0	0	0	0
AC092835.2!ENSG00000233757.6	18	15	15	30	23	21
TRIM49D2!ENSG00000233802.8	0	0	0	0	0	0
TSPY4!ENSG00000233803.8	0	0	0	0	0	0
IFNA13!ENSG00000233816.3	0	0	0	0	0	0
HIST1H2BN!ENSG00000233822.4	214	184	125	157	174	178
POTEB!ENSG00000233917.8	0	0	0	0	0	0
RPS28!ENSG00000233927.4	288	270	219	199	240	275
CTXN2!ENSG00000233932.4	0	0	0	1	0	0
UQCRHL!ENSG00000233954.6	29	22	38	37	24	32
PAGE2!ENSG00000234068.6	0	0	0	0	0	0
TRIM26!ENSG00000234127.8	8595	7846	7159	5772	6370	7604
TMEM229A!ENSG00000234224.2	0	0	0	0	1	0
PRR20E!ENSG00000234278.3	0	0	0	0	0	0
ZNF879!ENSG00000234284.6	3	1	0	0	0	0
H2BFS!ENSG00000234289.5	1	1	0	0	0	0
CCDC188!ENSG00000234409.6	2	2	1	3	2	5
RBMY1A1!ENSG00000234414.7	0	0	0	0	0	0
KBTBD13!ENSG00000234438.3	0	0	1	1	0	0
ZNF736!ENSG00000234444.9	1456	1052	646	1371	1404	1244
PINLYP!ENSG00000234465.10	2	6	2	4	5	2
CLDN34!ENSG00000234469.4	0	0	0	0	0	0
FAM133B!ENSG00000234545.7	306	263	151	251	268	301
OR10G8!ENSG00000234560.3	0	0	0	0	0	0
MCIDAS!ENSG00000234602.7	30	22	17	31	37	38
JRK!ENSG00000234616.8	2675	2205	1593	1903	2275	2091
RP11-166B2.1!ENSG00000234719.8	157	145	126	119	147	128
HLA-B!ENSG00000234745.9	14580	12150	8833	12004	13248	13772
C11orf94!ENSG00000234776.4	38	42	35	28	30	40
IFNA17!ENSG00000234829.4	0	0	0	0	0	0
HNRNPUL2-BSCL2!ENSG00000234857.2	39	28	23	24	35	20
APOC2!ENSG00000234906.8	0	0	0	0	0	0
SHISA8!ENSG00000234965.2	8	19	16	21	34	46
C19orf81!ENSG00000235034.6	0	0	0	0	0	1
ANKRD65!ENSG00000235098.8	0	0	1	2	2	0
ZSCAN31!ENSG00000235109.7	39	31	10	39	39	25
TMEM30C!ENSG00000235156.4	0	0	0	3	1	1
C12orf75!ENSG00000235162.8	9275	7004	4009	6589	7373	6998
SMIM1!ENSG00000235169.7	13	18	16	18	21	28
HGH1!ENSG00000235173.6	2845	2521	2207	1939	2261	2823
PPP1R3E!ENSG00000235194.8	665	656	487	669	734	779
KDM4E!ENSG00000235268.2	0	0	0	0	0	0
RPEL1!ENSG00000235376.5	6	9	6	9	9	8
NFAM1!ENSG00000235568.6	53	40	30	33	32	33
NKX1-1!ENSG00000235608.1	0	0	0	0	0	0
RNF148!ENSG00000235631.1	0	0	0	0	0	0
ANKRD34C!ENSG00000235711.4	2	2	0	3	2	3
MFRP!ENSG00000235718.8	0	0	0	0	0	0
KIAA0040!ENSG00000235750.9	29537	25233	23117	18850	20971	23983
USP17L27!ENSG00000235780.3	0	0	0	0	0	0
B3GALT4!ENSG00000235863.3	122	100	97	94	113	97
LCE6A!ENSG00000235942.2	0	0	0	0	0	0
PNMA6A!ENSG00000235961.5	27	28	13	27	18	23
PATE3!ENSG00000236027.2	0	0	0	0	1	0
OR5H14!ENSG00000236032.2	0	0	0	0	0	0
ZBTB22!ENSG00000236104.2	508	455	359	456	547	571
USP17L4!ENSG00000236125.3	0	0	0	0	0	0
CT47A3!ENSG00000236126.3	0	0	0	0	0	0
CLEC2L!ENSG00000236279.6	0	0	0	0	0	0
ZBED5!ENSG00000236287.7	2348	2052	1509	1694	1799	1780
SLFN14!ENSG00000236320.3	14	11	6	11	7	4
PPIAL4G!ENSG00000236334.2	1	0	0	0	0	0
GAGE12F!ENSG00000236362.7	0	0	0	0	0	0
CT47A1!ENSG00000236371.4	0	0	0	0	0	0
TAS2R39!ENSG00000236398.2	0	0	0	0	0	0
TSPY10!ENSG00000236424.7	0	0	0	0	0	0
CT47B1!ENSG00000236446.3	0	0	0	0	0	0
ZNF853!ENSG00000236609.3	11	15	10	9	23	14
IFNA4!ENSG00000236637.3	0	0	0	0	0	0
ARHGEF38!ENSG00000236699.8	18	25	12	10	28	21
GAGE12B!ENSG00000236737.1	0	0	0	0	0	0
CTAGE9!ENSG00000236761.5	0	0	0	0	0	0
RP11-96L14.7!ENSG00000236782.6	2	3	3	2	2	4
C3orf84!ENSG00000236980.9	0	0	0	0	0	0
OR10G9!ENSG00000236981.1	0	0	0	0	0	0
USP17L8!ENSG00000237038.4	0	0	0	0	0	0
TAAR9!ENSG00000237110.2	0	0	0	0	0	0
C4orf51!ENSG00000237136.6	0	0	0	1	0	1
B3GNT9!ENSG00000237172.3	191	156	158	148	156	166
CDKN2AIPNL!ENSG00000237190.3	1812	1356	992	1434	1554	1726
MBD3L5!ENSG00000237247.5	0	0	0	0	0	0
CKMT1B!ENSG00000237289.9	106	88	52	122	118	155
RNF223!ENSG00000237330.2	1	3	0	2	0	0
PATE4!ENSG00000237353.6	0	0	0	0	0	0
OR4A47!ENSG00000237388.2	0	0	0	1	0	0
PRSS56!ENSG00000237412.6	1	0	0	0	0	0
ZNF737!ENSG00000237440.8	613	473	283	541	642	539
RGL2!ENSG00000237441.9	596	556	447	538	610	650
BHMG1!ENSG00000237452.2	7	4	5	3	2	5
SHISA9!ENSG00000237515.7	52	49	35	23	36	26
OR7E24!ENSG00000237521.2	0	0	0	0	0	0
HLA-DQA2!ENSG00000237541.3	1502	1290	1016	1235	1349	1550
KIFC1!ENSG00000237649.7	8437	7451	6066	5812	6375	7885
C2orf74!ENSG00000237651.6	47	36	25	27	33	33
GAGE12C!ENSG00000237671.3	0	0	0	0	0	0
IRGM!ENSG00000237693.4	53	42	26	24	29	41
AMY1A!ENSG00000237763.9	0	0	0	0	0	0
FAM200B!ENSG00000237765.6	522	411	295	293	325	358
FAM231A!ENSG00000237847.2	0	0	0	0	0	0
CT47A5!ENSG00000237957.5	0	0	0	0	0	0
TSPY9P!ENSG00000238074.4	0	0	0	0	0	0
LRRC37A2!ENSG00000238083.7	82	59	61	55	75	61
C9orf69!ENSG00000238227.7	1469	1306	1098	1092	1288	1552
OR2W3!ENSG00000238243.3	0	0	0	0	0	0
PAGE2B!ENSG00000238269.8	2	0	0	0	0	2
TXNDC5!ENSG00000239264.8	502	448	352	322	362	466
GATSL3!ENSG00000239282.7	1	4	2	4	2	6
RNF103!ENSG00000239305.6	980	804	489	732	928	769
RBM14!ENSG00000239306.4	12725	12276	11187	7307	8303	10972
ALKBH6!ENSG00000239382.10	102	107	85	87	78	87
ASB14!ENSG00000239388.8	117	87	75	82	78	79
PCDHA13!ENSG00000239389.7	0	0	0	0	0	0
KLHL41!ENSG00000239474.6	2	3	4	1	2	1
POM121L7!ENSG00000239511.2	0	0	0	0	0	0
GATS!ENSG00000239521.7	276	230	193	187	219	192
OR1J4!ENSG00000239590.1	4	1	0	0	1	0
C2orf61!ENSG00000239605.8	1	4	2	4	5	8
MEIKIN!ENSG00000239642.5	0	0	0	0	0	0
NME1!ENSG00000239672.7	6749	6683	6648	4560	5229	7710
TNFSF12!ENSG00000239697.10	2	2	0	1	1	1
CDRT4!ENSG00000239704.10	10	8	1	13	9	7
APOBEC3G!ENSG00000239713.7	9	11	4	13	19	11
TLR9!ENSG00000239732.3	2	4	0	3	5	2
WBP1!ENSG00000239779.6	178	205	136	157	162	155
MRPS17!ENSG00000239789.5	305	292	183	242	280	353
PRAMEF11!ENSG00000239810.3	0	0	0	0	0	0
DEFA3!ENSG00000239839.5	0	0	0	0	0	0
GET4!ENSG00000239857.6	170	165	136	159	158	248
KRTAP9-2!ENSG00000239886.5	0	0	0	0	0	0
C1orf226!ENSG00000239887.4	31	27	25	23	36	37
ADSL!ENSG00000239900.11	8260	6631	4817	7145	7877	9332
LILRA4!ENSG00000239961.2	3	9	5	1	0	1
LILRA2!ENSG00000239998.5	0	0	1	0	0	0
TEX35!ENSG00000240021.9	0	1	2	0	0	1
AMY2B!ENSG00000240038.6	60	68	48	59	55	43
LY6G5B!ENSG00000240053.8	109	100	45	103	89	82
PSMB9!ENSG00000240065.7	2639	2133	1574	2099	2370	2773
PCDHGC3!ENSG00000240184.6	2159	1802	1576	1697	1828	2014
SMKR1!ENSG00000240204.2	44	22	17	25	33	43
UGT1A5!ENSG00000240224.1	0	0	0	0	0	0
COX19!ENSG00000240230.5	1666	1323	939	1210	1233	1338
DEFA1B!ENSG00000240247.6	0	0	0	0	0	0
ACAD11!ENSG00000240303.7	0	0	0	1	0	0
PPIL3!ENSG00000240344.8	1831	1580	1097	1283	1405	1449
LCE1F!ENSG00000240386.3	0	0	0	0	0	0
KIR3DL2!ENSG00000240403.5	0	0	0	0	0	0
KRTAP13-3!ENSG00000240432.3	0	0	0	0	0	0
TNFRSF13B!ENSG00000240505.8	3477	3276	2590	2188	2507	2805
KRTAP9-1!ENSG00000240542.4	0	0	0	0	0	0
L1TD1!ENSG00000240563.1	0	0	1	0	0	0
AQP1!ENSG00000240583.10	9	9	14	12	22	17
C1QTNF9!ENSG00000240654.6	0	2	0	1	0	0
ISY1!ENSG00000240682.9	1104	889	614	877	932	1072
PNMA2!ENSG00000240694.8	3	2	0	1	0	1
LRRD1!ENSG00000240720.7	6	5	1	1	7	2
KRBOX1!ENSG00000240747.7	0	0	0	0	0	0
PCDHGC5!ENSG00000240764.3	54	50	51	30	32	37
ARHGEF25!ENSG00000240771.6	122	121	87	113	147	137
TMEM189!ENSG00000240849.10	1405	1232	1200	1073	1137	1404
RDH14!ENSG00000240857.1	527	442	263	470	495	484
KRTAP4-7!ENSG00000240871.4	0	0	0	0	0	0
PLCXD2!ENSG00000240891.6	32	29	22	28	35	24
MIF!ENSG00000240972.1	29	29	40	26	28	38
GVQW1!ENSG00000241043.1	135	119	75	64	108	106
NSUN6!ENSG00000241058.3	1047	896	569	850	885	1012
HLA-DOB!ENSG00000241106.6	732	755	614	629	763	770
UGT1A9!ENSG00000241119.1	0	0	0	0	0	0
KRTAP10-5!ENSG00000241123.1	0	0	0	0	0	0
YAE1D1!ENSG00000241127.7	346	271	204	262	285	268
OR14A2!ENSG00000241128.1	0	0	0	0	0	0
TDGF1!ENSG00000241186.7	0	0	0	0	0	0
KRTAP5-8!ENSG00000241233.3	1	0	0	3	0	1
KRTAP4-16P!ENSG00000241241.1	0	0	0	0	0	0
CRCP!ENSG00000241258.6	3792	3191	2506	2714	3032	3249
CDRT1!ENSG00000241322.8	0	1	0	0	0	0
RPL36A!ENSG00000241343.9	416	316	226	317	252	322
PDXP!ENSG00000241360.1	505	458	404	400	443	663
RPP21!ENSG00000241370.5	88	71	51	63	96	92
CD302!ENSG00000241399.6	33	34	28	20	38	33
EGFL8!ENSG00000241404.6	14	15	11	15	17	13
ATP5J2!ENSG00000241468.7	4505	4278	4947	3085	3560	4905
SSX2!ENSG00000241476.7	0	0	0	0	0	0
ARHGAP8!ENSG00000241484.9	0	1	0	1	0	0
